id,name,keywords
7c05,Hanji Boyfriend Fit Women T-shirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'hanji', 'hanji boyfriend', 'boyfriend', 'women fashion', 'urban', 'theka', 'urban theka']"
7c0e,Hanji T-shirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'hanji tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c19,Hunn Dass Men Tshirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'hunn das tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c22,Hunn Dass Women Tshirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'hunn das women tshirt', 'women fashion', 'urban', 'theka', 'urban theka']"
7c2b,Hustlin Urban Theka Tshirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'hustlin tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c34,Imported From Punjab Tshirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'imported from punjab tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c3f,Kithe Dabbda Tie Dye Print T-Shirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'tie and dye tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c4a,Majha TSHIRT,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'mjha  tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c53,MutiarTeal Green Women T-shirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'teal green', ' women tshirt', 'women fashion', 'urban', 'theka', 'urban theka']"
7c5c,Naam Chalda T-shirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'naam chalda tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c67,Nirbhau Nirvair Black Stonewashed Tshirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'black stonewash tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c70,Slayer Women Tshirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'slayer', 'black', 'women tshirt', 'women fashion', 'urban', 'theka', 'urban theka']"
7c79,Royal Tshirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'white', 'white royal  tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c84,Sau Munda T shirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'maroon', 'sau munda tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c8f,Urban Theka Signature T shirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'maroon', ' theksasignature', 'tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7c9a,Space Boy Tshirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'space boy', 'tshirt', 'men fashion', 'urban theka fashion', 'urban theka']"
7ca5,Straight Outta Punjab Hoodie,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'hoodie', 'black hoodie', 'urban', 'theka hoodie', 'men fashion', 'urban theka']"
7cae,Supreior Men Tshirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'superior', 'superior tshirt urban', 'theka hoodie', 'men fashion', 'urban theka']"
7cb7,Supreior Women Tshirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'blue and yellow', ' women tshirt', 'women fashion', 'urban', 'theka', 'urban theka']"
7cc0,Gabru Air Force Hoodie,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'hoodie', 'blue hoodie', 'urban', 'theka hoodie', 'men fashion', 'urban theka']"
7cc9,Mutiar Air Force Hoodie,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'blue hoodie', ' women tshirt', 'women fashion', 'urban', 'theka', 'urban theka']"
7cd2,Punjabi Cult Stonewashed Tshirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'black stonewash tshirt', 'men fashion', 'urban theka']"
7cdb,United State Of Punjab Tshirt,"['', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'camouflage tshirt', 'men fashion', 'urban theka']"
7ce6,Ziddi AF Men Tshirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'black tshirt', 'men fashion', 'urban theka']"
7cf1,Ziddi AF Women Tshirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'ziddi', 'ziddi af black', ' women tshirt', 'women fashion', 'urban', 'theka', 'urban theka']"
7cfa,Ziddi AF Hoodie,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'hoodie', 'black hoodie', 'urban', 'theka hoodie', 'men fashion', 'urban theka']"
7d03,Gabru Mutiyar Couple T shirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'couple', 'couple tshirt', 'mutiar', 'mutiar couple tshirt', 'blue couple tshirt', 'urban', 'theka', 'urbantheka couple fashion', 'urban theka']"
7d0e,Player & Slayer Couple T shirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'couple ', 'couple tshirt', 'player ', 'slayer', 'player and slayer couple tshirt', 'urban theka couple fashion', 'urban theka']"
7d19,Gabru Mutiar Air Force Blue Couple Hoodie ,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'wpmen', 'girls', 'couple ', 'couple hoodie', 'couple fashion', 'gabru mutiar hoodie', 'urban theka couple fashion', 'urban theka']"
7d22,Superior Couple T-shirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'girls', 'women', 'couple tshirt', ""couple fashion'blue & yellow tshirt"", 'urban theka couple fashion', 'urban theka']"
7d2b,Anti Grvaity Skull Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'anti', 'grvaity', 'skull', 'bomber', 'jacket', 'multicolor', 'multicolour', 'blue', 'urban', 'pitara']"
7d41,Bluedy Red Doodle Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'bluedy', 'red', 'doodle', 'bomber', 'jacket', 'black', 'grey', 'multicolor', 'multicolour', 'red', 'urban', 'pitara']"
7d4c,Camo Green Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'green', 'camo', 'green', 'bomber', 'urban', 'pitara']"
7d57,Camo White Bomber jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'camo', 'white', 'bomber', 'urban', 'pitara']"
7d62,City Murals Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'city', 'murals', 'bomber', 'jacket', 'multicolour', 'multicolor', 'urban pitara', 'urban', 'pitara']"
7d6d,Clouds Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'clouds', 'bomber', 'jacket ', 'white', 'multicolour', 'multicolor', 'urban ', 'pitara']"
7d78,Clueless Dark Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'clueless', 'dark', 'bomber', 'jacket ', 'urban', 'pitara']"
7d83,Clueless Light Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'clueless', 'light', 'bomber', 'jacket', 'urban', 'pitara']"
7d8e,Confetti Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'confetti', 'bomber', 'jacket', 'urban', 'pitara']"
7d99,Ethnic Pattern Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'ethnic', 'pattern', 'bomber', 'jacket', 'multicolour', 'multicolor', 'urban', 'pitara']"
7da4,Geometric Multicolor Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'geometric', 'multicolor', 'bomber', 'jacket', 'multicolor', 'multicolour', 'urban pitara', 'urban', 'pitara']"
7daf,Geometric Red Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'geometric', 'red', 'bomber', 'jacket ', 'multicolour', 'multicolor', 'urban', 'pitara']"
7dba,Killer Comics Monochrome Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'killer', 'comics', 'monochrome', 'bomber', 'jacket', 'multicolour', 'multicolor', 'urban', 'pitara']"
7dc5,Monocromatic Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'monocromatic', 'bomber', 'jacket', 'black', 'white', 'multicolor', 'multicolour', 'urban', 'pitara']"
7dd0,Mosaic Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'mosaic', 'bomber', 'jacket', 'multicolour', 'multicolor', 'urban', 'pitara']"
7ddb,Neon Tubes Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'neon', 'tubes', 'bomber', 'jacket', 'blue', 'noen', 'urban', 'pitara']"
7de6,Skully Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'skully', 'bomber', 'jacket', 'multicolor ', 'multicolour', 'urban ', 'pitara']"
7df1,Solar Lunar Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'solar', 'lunar', 'bomber', 'jacket', 'multicolour', 'multicolor', 'urban', 'pitara']"
7dfc,Space Abstract Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'space', 'abstract', 'bomber', 'jacket', 'multicolour', 'multicolor', 'urban', 'pitara']"
7e07,Space Inmate Bomber Jacket,"['men', 'mens', 'boy', 'boys', 'gents', 'women', 'lady', 'girl', 'clothing', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'winter', 'jacket', 'cosy', 'comfy', 'warm', 'winterwear', 'unisex', 'space', 'inmate', 'bomber', 'jacket', 'urban', 'pitara']"
7e12,Ziddi AF Couple T shirt,"['wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'men', 'man', 'gents', 'boy', 'boys', 'black tshirt', 'men fashion', 'women', 'girl', 'women tshirt', 'couple tshirt', 'couple fashion', 'urban theka couple fashion', 'urban theka ']"
7e1b,Key Chains (Set of 7),"['girls', 'women', 'boys', 'men', 'silicone', 'black', 'blue', 'navy blue', 'yellow', 'orange', 'green', 'key', 'chains', 'key chains', 'style', 'statement', 'urban', 'theka', 'urban theka keychains', 'urban theka']"
7e1e,Plant-based Chicken Sausage,"['blue', 'tribe', 'blue tribe', 'plant ', 'based ', 'chicken ', 'sausage ', 'zero', 'cholesterol ', 'high', 'protein ', 'juicy ', 'tender', 'flavourful ', 'sausages ', 'bun']"
7e21,Plant-based Pork Sausage,"['blue', 'tribe ', 'blue tribe ', 'plant', 'based', 'pork', 'sausage ', 'sausages ', 'zero', 'cholesterol ', 'high', 'protein ', 'juicy ', 'tender ', 'flavourable  ', 'bun']"
7e24,Plant-based Mutton Keema,"['blue', 'tribe ', 'blue tribe ', 'plant ', 'based ', 'mutton ', 'sausage ', 'zero', 'cholesterol ', 'high', 'protein ', 'juicy ', 'tender ', 'flavourful ', 'sausages ', 'bun']"
7e27,Pleated Midi Skirt,"['women', 'lady', 'girl', 'dress', 'skirt', 'skirts', 'clothing', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'length', 'waist', 'rise', 'fit', 'slit', 'pattern', 'colour', 'color', 'pink', 'pleated', 'pink pleated skirt', 'mezenor pink skirt', 'mezenor women fashion', 'mezenor']"
